Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Lesotho,LSO,..,..,1015401315.14856,880613387.638353,904868659.411944,981902044.847126,937260700.494915,1061730137.04799,1247692668.07215,1094190360.17829,886161624.876208,1081042804.84752
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Libya,LBY,11467161016.9492,12077313549.3948,61878180233.0189,45126444916.2538,18495913234.8318,10828699681.4364,7275963751.43843,18265246089.8264,30377289377.2894,29664306658.0848,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Lithuania,LTU,..,4447864479.93094,33580700075.8524,36599310828.8094,35075482147.8274,28498382257.0195,29094549835.8911,35148120644.6942,40423966584.6823,42336365374.9803,41640278272.576,53483244791.4333
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Luxembourg,LUX,12742102848.8653,31345279139.575,102344215078.842,115007710906.273,125763218895.967,115238593327.577,118895618024.066,126658587133.284,140226660132.432,142668322360.196,147703271437.975,180788786070.823
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Macao SAR, China",MAC,3189751901.25919,6046798489.88898,39204245359.7667,46720613820.9856,47019694256.9894,35365685660.6136,34542782454.2532,40576252180.4137,45626138123.258,45556409144.4148,15665218860.6977,26484916619.8239
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Madagascar,MDG,505973443.308789,885096695.506053,2521980869.00362,2891230415.1199,3541731739.87023,3214678774.66036,3447066177.99648,4071827552.94261,4339367292.1674,4009166435.66179,2628831031.50756,3042228928.7682
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Malaysia,MYS,32783097341.8611,112369210526.316,249353146853.147,244491415151.227,249467750313.178,209286903085.392,201164573439.722,223415961305.925,245969368788.878,238378032589.016,207797549660.997,256755967465.547
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Maldives,MDV,183761515.912898,..,..,..,3375464877.3764,3219988390.17851,3152062225.08524,3437623396.37356,3716673766.14601,3894413424.78221,1851697983.91553,4070267422.11843
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mali,MLI,419815580.482433,665700074.189844,3465895925.6795,3302798787.44587,3240081716.2602,3150871337.62745,3288114388.38917,3413353636.77821,4186181747.47703,4441938877.74764,5354300893.17669,5662920686.44712
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Malta,MLT,1931606510.87397,5198706643.15109,15434793781.3183,16457696905.2995,17417563438.2888,17149339842.4498,18412663272.0832,20863420695.8879,22217052432.6878,22973804992.7236,22721873215.3055,26174571259.6097
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Marshall Islands,MHL,..,33100500,99021270.7519531,95356872.5585938,92294914.2456055,81273124.6948242,73643516.5405273,83584335.3271484,87396575.9277344,86309463.5009766,85857170.1049805,120867309.570313
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mauritania,MRT,545201152.402337,454083030.934653,3247124765.69348,3290004094.02625,2464897183.91279,1862091587.81786,2170783066.71094,2346434079.07382,2734291920.6783,3353880765.75054,3417828474.39579,3943765753.55001
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mauritius,MUS,1723618259.49474,2849014842.13093,6276838602.32945,6462539167.59496,6867146066.82864,6183497020.54101,6193056645.81804,6603763188.26962,6792605733.41506,6362354997.39242,4489070295.24562,5077292820.46239
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mexico,MEX,48866100760.8618,179855862769.153,387538503663.769,398972729094.895,419247687492.947,404585953950.897,399496352302.013,436348935038.174,479887532672.012,492646676997.031,430504335973.862,522531999072.631
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Micronesia, Fed. Sts.",FSM,..,41921500,97807400,96425000,101619000,85658000,91885300,109856900,142584400,129700000,96900000,96300000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Moldova,MDA,..,639062444.70539,2711403157.70699,3047744876.23633,2964395131.2674,2470379871.47997,2607820373.68146,3007169949.4369,3453124989.06745,3659009037.18604,3218731236.09183,4188570116.33804
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mongolia,MNG,467975940,613886974.292311,5356224605.54811,4893217361.06212,6388231517.37735,5134139093.65088,5688198304.49216,6792836362.84494,7665009950.51899,8412612739.603,7676311747.37135,8950038023.52629
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Montenegro,MNE,..,362369077.306733,1785211358.08814,1846366051.26843,1844211505.24777,1707766559.41418,1777104272.7474,1993899683.6873,2361026216.34388,2430004477.77902,1240005698.0057,2510636385.14313
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Morocco,MAR,7412029591.25487,10408859646.151,34323976635.2974,35014930700.1368,35897838525.8675,33119732085.2493,34291409635.4831,38651877837.3917,43077529538.3599,43952750829.2521,37369956195.7712,47048228291.7061
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mozambique,MOZ,..,633309991.331302,4722762672.25884,4539601423.06198,5542306764.64866,4957269487.90096,4004304269.84182,5099797262.84633,6661132517.8778,4966113499.4876,4151075575.37969,4951390234.76285
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Myanmar,MMR,..,..,3550528930.06575,9581400482.20159,12574618317.3199,12901541589.7502,13852127379.6474,15941649695.0231,19042051784.7318,20877077817.017,22615134490.0962,18415277429.9246
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Namibia,NAM,1215313003.32393,1597772846.47973,5224411420.83038,4516467699.69026,4851936880.9313,4009349176.46077,3753713232.04476,4335454246.52386,4909474909.13487,4565372506.64433,3536024302.91922,3907060129.18931
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Nauru,NRU,..,..,69086409.5689833,95413973.530317,98228219.957771,60737166.1535902,70607075.2656864,65615808.1303266,71312301.3719867,75811757.9745387,54296822.6303794,54481677.7371446
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Nepal,NPL,381884707.665109,1279281887.93977,1899085037.34277,2059901677.88821,2301357058.7828,2488355029.13379,2005967749.51834,2263315205.83735,2587877999.09938,2659663942.53002,2275258177.64442,1890368794.1327
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Netherlands,NLD,173218737746.581,275675255568.628,666972343230.469,700689843247.453,718890300914.899,632814005706.64,623603755002.725,695378637220.001,774043642951.372,751253595615.685,712054191887.94,840459995302.312
Exports of goods and services (current US$),NE.EXP.GNFS.CD,New Caledonia,NCL,467633429.685851,779113645.405221,1715324223.40989,1596112195.63229,1976647744.54129,1578920943.30992,1680830893.78407,1927265222.73795,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,New Zealand,NZL,12175342138.2896,18810433407.9831,50852168174.6844,55007020974.9542,56333268810.663,49705887480.6046,50288021440.6293,56953620425.2499,59074559911.4347,58307831672.5686,46404210822.1165,56314188711.2746
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Nicaragua,NIC,251842580.645161,1026990189.1253,4999469140.04935,4965861472.00155,5347144909.83824,5113366205.86423,5165892177.07278,5698964090.92573,5506699795.90026,5680173421.05025,5309751005.32582,6563617753.26263
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Niger,NER,529264157.540747,321460755.159052,1517787449.29795,1736088856.1157,1732190192.63108,1381730097.69597,1266928628.41661,1486989001.763,1515939539.09152,1475283079.51208,1413658356.70082,1533845340.93423
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Nigeria,NGA,11333885339.7422,25017710170.2798,146367018678.386,93880662175.3761,105851512076.482,52587763138.4559,37300993198.2155,49491582468.2241,65356458031.7124,63726819299.8591,35087257884.8152,47338716492.0487
Exports of goods and services (current US$),NE.EXP.GNFS.CD,North Macedonia,MKD,1154602473.49823,1243037210.24097,4421834901.8486,4694505693.46464,5415583660.47837,4905243521.89797,5407084298.5231,6235358681.43527,7657420965.66495,7867370857.84171,7142622948.57869,9154224180.71247
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Northern Mariana Islands,MNP,..,..,379000000,402000000,437000000,482000000,882000000,1081000000,661000000,497000000,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Norway,NOR,47221272584.9482,78315344588.6069,207279587451.654,204907744680.851,194361756149.167,145839991732.975,130785833333.333,144748458593.593,165936181985.859,146844318181.818,116791786883.795,200451455180.442
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Oman,OMN,5518855656.69701,11770788556.567,54825227568.2705,59385175552.6658,56953966189.857,39080884265.2796,31042392717.8153,36963849154.7464,46321456436.9311,43583094928.4785,35719888946.684,46324248894.6684
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Pakistan,PAK,5917028934.69827,9940178787.14665,27816080760.866,30699243926.6237,29916086156.5945,28690885214.612,27400953970.0353,27888171201.7708,30562210968.1482,30136171703.1025,27935258004.2782,31546334430.5352
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Panama,PAN,3699099600,7629852800,30399600000,29713600000,27635200000,25793600000,24305600000,26003029600,27783920100,27602938300,21379165000,32479296000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Papua New Guinea,PNG,1308008919.16514,2330364836.5162,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Paraguay,PRY,3035291401.61002,3837259043.41216,12641839182.9678,14905195671.245,14319795141.4996,12589204412.0071,13412910422.8831,14990802325.0676,14861384552.4208,13722313058.7404,11907160303.513,14210767078.4022
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Peru,PER,4145688961.32809,8676752915.55632,52881407340.0061,49908212739.1835,45392391687.2138,40404471800.0251,43369085360.4338,52160711547.3087,56077100955.3946,54886884607.3173,45143208675.4986,64932484667.3195
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Philippines,PHL,9795179683.67578,36265975466.3143,71941899916.6446,74318409026.0141,81375067295.5635,83378041349.1038,84987326746.3284,97073621259.9472,104793501602.692,106953449743.691,91171552541.3666,101446840164.864
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Poland,POL,..,46823588964.819,219282358360.203,237153388597.102,250615311459.819,226390768006.367,236272445977.478,273107982959.807,310571199158.291,317073240610.512,317653665666.59,393471089360.16
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Portugal,PRT,22960185627.9004,33452144655.7193,81685225652.2559,89682537231.5018,92457300368.9836,80984130312.3324,83005656043.171,94573528088.0378,105274675792.789,104414522676.565,84848916302.1154,105509019988.084
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Puerto Rico,PRI,19305400000,38465700000,58351600000,62361300000,62309200000,69463100000,71740000000,71091600000,60528300000,63684400000,62237400000,57921400000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Qatar,QAT,..,11949450549.4505,142876098901.099,144510439560.44,140228846153.846,92291208791.2088,72397252747.2527,85204395604.3956,102560989010.989,92046153846.1538,70933241758.2418,105855219780.22
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Romania,ROU,6522727272.72727,8042562992.30734,64042731099.7059,76385528411.3104,82837632867.5505,73553461317.6224,78593220338.9831,88964194941.3942,101078166226.913,100910238561.552,92693685202.639,116047231035.477
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Russian Federation,RUS,93864126141.833,114429434767.153,594193217854.85,592497432241.002,558283087794.633,391365279621.646,330106672194.393,410722488464.729,510345774006.233,481410368301.623,381017101472.993,548860012246.4
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Rwanda,RWA,143182955.195743,111245631.853736,918133646.190569,1055111376.41579,1142634537.53588,1130492668.29254,1340967911.77915,1899457437.71633,2034370487.56848,2258781198.20915,1966296256.24683,2110469007.04898
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Samoa,WSM,..,..,215950586.701434,224166965.731542,219827050.496649,223684814.615909,242866240.586128,262465825.720697,280797717.085588,319834889.899906,253685010.659802,98617344.0852686
Exports of goods and services (current US$),NE.EXP.GNFS.CD,San Marino,SMR,..,..,..,..,..,2476172231.70798,2541293662.14114,2580002750.61004,2757689832.53493,2650504851.52829,2534952774.43283,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Saudi Arabia,SAU,47445927903.8718,82259466666.6667,399419733333.333,387643939066.667,354541430160,218010394722.267,200860075477.285,239993341453.867,314916582179.44,285859922577.6,184162133333.333,289815259051.184
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Senegal,SEN,1260610850.02542,1068191145.12931,3969170437.8146,4228273690.44235,4311504862.81418,4030818402.27452,4105254827.15654,4604564108.18992,5305072585.74858,5846879269.20642,5062666543.66159,6164686202.58536
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Serbia,SRB,..,603908121.31229,15524118113.1093,19285832719.7744,19802613644.2046,17915468415.9932,19742887851.0468,22297844539.987,25540389777.4996,26277880390.9944,25727980783.864,34369191284.55
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Seychelles,SYC,56494406.8654088,464069445.902902,1052393461.76299,1206057238.58255,1373146622.73476,1290380729.91385,1338731595.97871,1573337827.34214,1553148205.38994,1740810265.58258,824294564.754634,1051705333.76673
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sierra Leone,SLE,225361107.664701,115314755.508819,1251015326.47876,1408534692.48268,1542664519.09205,816852288.770686,915541736.271861,974210447.75792,713559228.928898,743850680.86731,613193854.919117,684275812.61922
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Singapore,SGP,64045069989.2324,180957134570.766,580494438665.28,600013186286.262,604367926761.897,549431990107.652,525345783568.585,588223187776.088,665749110320.285,658106509309.485,627460752337.465,733772683289.914
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sint Maarten (Dutch part),SXM,..,..,1116927374.30168,1241284916.20112,1251843575.41899,1220502793.29609,1168882681.56425,932737430.167598,800000000,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Slovak Republic,SVK,3035595479.93906,15558640381.8934,85948067099.9074,92447056101.7885,92713540271.7612,81433630598.25,84075231062.3372,90938562003.9578,101718182867.38,97158190776.1959,90771329910.7862,109303983019.064
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Slovenia,SVN,14747182203.3898,10172240637.1072,33951293540.4586,35932394253.2632,38073728494.2795,33256871127.948,34738156236.3795,40389935067.0554,45938876526.1529,45475234205.1058,41751987336.4235,51640294109.3092
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Solomon Islands,SLB,99652665.6442117,113777044.154925,591554274.526865,590652004.217965,565441405.773324,527878504.554816,548048614.780705,568501660.876842,680540710.468406,590941346.318545,429176711.227993,413778271.752531
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Somalia,SOM,89748800.1761538,..,..,943000000,1050999998.26833,1038000000,1067000000,994000000,1119000001.18893,1131000000,1178000000,1532000002.30199
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Africa,ZAF,27148933018.256,37034352575.0022,117892612029.379,113768565563.408,110550033012.43,96085897668.3633,91109021408.9525,104288394992.827,111397081479.374,106059398607.865,93184053996.8722,130706766704.509
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Sudan,SSD,..,..,5110494406.77966,1794877728.81356,5360319322.0339,4397355862.60474,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Spain,ESP,84372755468.4949,170912654970.981,416701933892.578,446689924483.531,459120571553.332,402038652995.312,417712027692.608,461350495658.824,499658310234.509,486713932627.45,393303808155.643,498633852806.194
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sri Lanka,LKA,2424288567.14928,6371581612.77756,..,..,..,16937418664.7863,17447582591.7681,19086840871.9393,20265385428.4833,19426214043.03,13031454761.1273,14985234582.1601
Exports of goods and services (current US$),NE.EXP.GNFS.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sudan,SDN,1352844444.44444,1959294026.13566,7627752197.03331,7715881706.18903,514694137.949067,620703204.606934,733980858.702127,861795538.19912,197613737.100737,203915566.942149,124251341.090426,772804661.025641
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sweden,SWE,73113159931.0671,113698565846.631,248769750722.6,249565101475.469,251793490103.538,221067597699.186,220140602021.142,236613045812.244,253749019031.884,255243590341.126,239868498785.734,289188445925.763
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Switzerland,CHE,109915025914.195,143622369729.986,465237594281.164,508970903327.501,474699970370.027,443048390064.017,459636103721.801,461255257229.42,489600609479.659,483067666222.233,475816487338.12,571427242924.819
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Syrian Arab Republic,SYR,6774342984.4098,29106013363.029,3331967948.29264,1661482225.61393,1508537235.51175,2353516162.38654,2731419918.38278,3165851599.58357,3185043561.67073,2919888217.50533,1637240366.06522,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tajikistan,TJK,..,746520252.372008,1318783375.8997,936778472.776122,835628645.495788,..,..,1125080412.17821,1116257977.0959,1243452530.84865,1409159166.43254,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tanzania,TZA,537502326.256217,1445821022.26551,8870642952.08565,8684876050.83966,9028248894.22578,8104068176.37201,8138037202.33099,8072894123.61055,8401855026.21565,9786707522.05209,8921772261.46267,9722217412.43074
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Thailand,THA,29129233354.8299,81953041249.7071,274121307076.836,282342608865.456,278596296775.227,271423628448.042,277248331274.578,304266112351.87,328570049086.666,323768954766.23,257700623448.17,294505505502.375
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Timor-Leste,TLS,..,38963800,82664338.5185479,77945685.2237663,66178355.9144249,48508505.4485342,51780040.1758844,38179922.9217464,45614258.0968532,433392096.449921,792950616.48666,2313517061.68549
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Togo,TGO,545098033.23823,420973855.546544,1750943039.97424,2008533718.18888,1817014148.44905,1498688202.5508,1622914127.03491,1616151161.26276,1702908020.84449,1665137367.27933,1718961197.80537,1961685800.26318
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tonga,TON,38464269.1773422,29229150.1433714,80357543.217889,91727996.3086861,74648237.0468466,74117647.0588235,91158910.5339105,102006333.408731,104684109.76388,112508473.084203,99822518.5056924,58760261.6444971
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tunisia,TUN,5353409090.90909,8531334354.70927,21721900633.8434,21854157936.8499,21398503681.4514,17579475938.0098,16988081936.6853,17591138298.7518,19416033850.9199,19255997818.9749,16143151756.5069,19667060297.012
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Turkiye,TUR,20138041278.2139,54534716890.595,214511242594.655,227885405189.621,236668096321.682,212027919485.294,200755653918.744,223677664866.643,242516402203.629,247186366879.34,206961658804.897,289144107136.401
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Turkmenistan,TKM,..,1604432627.78235,20688070175.4386,19535789473.6842,20360701754.386,12771714285.7143,8011714285.71429,8521428571.42857,9239000000,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Uganda,UGA,311669506.548833,659668069.160693,4230158408.06218,4774874221.32967,4874969999.04847,4170603023.99086,3629227706.06584,5122376588.30075,4967717819.77514,6048575654.6617,5796021005.28821,6396009317.21753
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Ukraine,UKR,22517259875.2273,19521341127.1644,86517457139.2817,81719004128.6125,64873261712.6705,47880172307.2416,46023216039.8884,53943473977.8769,59208874836.8596,63448556040.4866,60801632198.8315,81532203091.6727
Exports of goods and services (current US$),NE.EXP.GNFS.CD,United Arab Emirates,ARE,..,..,375513955071.477,392244520081.688,401366643975.494,361252552756.978,360626276378.489,384043567052.417,392863172226.004,404046289993.193,335237576582.709,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,United Kingdom,GBR,255383023792.614,426840671811.167,822038504502.361,837265916868.215,870215925981.085,810910803121.76,773465222156.196,823064171922.556,898988137049.041,893047886902.181,790751711189.039,875196919682.023
Exports of goods and services (current US$),NE.EXP.GNFS.CD,United States,USA,551873000000,1096111000000,2217700000000,2286981000000,2377408000000,2268651000000,2232110000000,2388260000000,2538089000000,2538450000000,2148616000000,2539648000000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Uruguay,URY,2188214420.08414,3811049836.35823,13287539944.6594,13435347409.3821,13474880882.7325,11974918857.996,15427745685.0537,16795263097.8784,17029670981.2435,16991760618.2315,13435331107.0542,18675019828.6234
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Uzbekistan,UZB,..,3393714865.37893,13008814596.5053,13633390838.3745,12971195677.9473,11866029001.6632,10623491735.0911,12880673616.6748,14190894323.4058,17026594789.1131,14547166672.5033,16436730538.4426
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Vanuatu,VUT,74577139.9282419,106572568.370564,383721495.074889,391908400.983685,397180640.701667,336446179.988476,381590228.163171,419436694.960527,431897608.133255,471496742.422592,149852660.773098,94287476.3025057
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Venezuela, RB",VEN,18552560767.5906,34842594117.6471,99786475648.7072,91879401807.2488,80524231883.1355,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Vietnam,VNM,2332325664.6457,16808688578.3564,124149068561.552,142758439428.572,162478896349.537,174473995760.124,190526867908.753,230041803995.333,261802606400.747,284737396050.819,292479898295.995,341575805638.176
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Virgin Islands (U.S.),VIR,..,..,3278000000,2525000000,2794000000,1525000000,1786000000,2403000000,2084000000,2265000000,1621000000,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,West Bank and Gaza,PSE,..,885000000,1871100000,2111100000,2213600000,2244300000,2207100000,2536000000,2598000000,2659300000,2385300000,3180200000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Yemen, Rep.",YEM,..,..,8802084839.89598,9036683924.79873,9287266913.30448,7776595655.82609,1871950806.951,2337719275.49046,1308592291.2785,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Zambia,ZMB,..,861422399.382795,10222369008.995,11350236220.4724,10536766856.2145,7892388633.94057,7403491271.28836,9053912487.52298,9987196771.9419,8073235065.94259,8473994363.31027,11534130928.8908
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Zimbabwe,ZWE,2008581800,2552871400,4306653100,4197687400,4080440700,3824969000,4098132100,3456996968.24637,8936584956.5772,5930390156.81594,5574671609.37956,7209542056.07477
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Africa Eastern and Southern,AFE,52194032767.7456,73792410823.2,288474706703.804,284833265586.272,276779549497.986,212172697051.562,190393578010.341,220265006096.322,253156577006.262,236757789593.868,204172990917.701,277976211056.523
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Africa Western and Central,AFW,30965147677.7998,50875510322.1878,250302511291.137,196323296544.212,207849275760.561,133484031243.339,116559773913.056,142334721550.049,170997679439.785,172550370966.01,124034932789.656,165790107626.667
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Arab World,ARB,..,..,1528122681273.99,1509883223783.22,1417638104298.85,1044203750047.42,952433728008.642,1091120208241.29,1286518607054.78,1245498516074.49,933981691847.34,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Central Europe and the Baltics,CEB,..,165215633563.981,797684166441.535,854407476246.8,896582392373.92,793676782540.777,823457555879.061,930794023159.42,1044101986792.45,1042363230172.66,986032061478.986,1218501413018.9
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Early-demographic dividend,EAR,370171483062.936,850632422121.416,2906734037096.51,2897768607053.8,2819904936595.62,2394031340682.41,2376162174497.55,2675763533823.71,2958266207053.13,2907447111119.3,2462892556930.41,3285002462899.48
Exports of goods and services (current US$),NE.EXP.GNFS.CD,East Asia & Pacific,EAS,839449547269.77,1978787178637.11,6736116132648.95,6932374351951.81,7131178565042.5,6643769501698.56,6410561925306.49,7098211990480.21,7708257834614.88,7548115002741.5,7229766857946.78,8991049037131.77
Exports of goods and services (current US$),NE.EXP.GNFS.CD,East Asia & Pacific (excluding high income),EAP,151791954439.18,577120615973.026,3158624087283.9,3363122219928.73,3499147697709.11,3334564335357.93,3186069936056.51,3544844954955.07,3884607960321.66,3864003056076.05,3833490121849.8,4880977616574.94
Exports of goods and services (current US$),NE.EXP.GNFS.CD,East Asia & Pacific (IDA & IBRD countries),TEA,151469023435.302,575892816116.545,3153982005979.22,3358257936776.59,3494133279600.6,3329733580228.69,3181446798014.72,3539804035427.38,3879043811469.22,3858508160429.22,3827987325485.64,4874165806912.46
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Euro area,EMU,1467020384629.81,2281260453331.72,5522208524819.69,5789557959247.16,6012304888977.57,5371564666504.17,5450645444168.54,5985072340553.04,6579975810133.16,6458205300650.48,5921379214808.24,7175421042339.58
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Europe & Central Asia,ECS,2249961110107.55,3470788573284.97,9213921922802.29,9594951360439.88,9802878953783.41,8611481694078.17,8586506976248.64,9445360759000.44,10449601391216.8,10280789099557.6,9346144065180.49,11472306625324.2
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Europe & Central Asia (excluding high income),ECA,179769292215.919,226979171599.879,1190390053118.42,1197274214532.91,1148721030172.19,863678004056.282,774985466144.758,922613877102.7,1086637673293.25,1069188645962.31,878012608965.824,1226007579036.75
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Europe & Central Asia (IDA & IBRD countries),TEC,219701269938.87,289483145344.757,1496050782991.12,1534283887270.98,1507114419220.48,1186557624781.26,1114440504026.05,1312374217157.8,1529098053754.43,1518824222206.19,1312696415591.73,1771133365739.97
