Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bhutan,BTN,Regulatory Quality: Estimate,RQ.EST,-1.09300851821899,-1.08675539493561,-1.01474559307098,-0.718258857727051,-0.674993693828583,-0.326052337884903,-0.331837832927704,-0.311885327100754,-0.285183250904083,-0.368813067674637
Bolivia,BOL,Regulatory Quality: Estimate,RQ.EST,-0.832377791404724,-0.786389470100403,-0.886673927307129,-0.898342430591583,-1.00827693939209,-0.976599276065826,-0.990943968296051,-0.986101508140564,-1.01854825019836,-1.15390908718109
Bosnia and Herzegovina,BIH,Regulatory Quality: Estimate,RQ.EST,-0.0617377646267414,-0.0748986825346947,-0.0416726805269718,-0.167333737015724,-0.128769919276237,-0.043219082057476,-0.128680288791656,-0.112791009247303,-0.166626408696175,-0.178626731038094
Botswana,BWA,Regulatory Quality: Estimate,RQ.EST,0.692556440830231,0.635518550872803,0.764807999134064,0.56475830078125,0.736300766468048,0.60569304227829,0.632988631725311,0.509274005889893,0.53995269536972,0.614231944084167
Brazil,BRA,Regulatory Quality: Estimate,RQ.EST,0.173244088888168,0.146290123462677,-0.0282199531793594,-0.164282530546188,-0.179583877325058,-0.116344913840294,-0.280460000038147,-0.109311006963253,-0.0972420945763588,-0.110795244574547
Brunei Darussalam,BRN,Regulatory Quality: Estimate,RQ.EST,1.14550006389618,1.09857821464539,0.980604350566864,0.848141491413116,0.589656472206116,0.713511765003204,0.684856712818146,0.632571876049042,0.915989935398102,0.993437647819519
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,0.574710845947266,0.549109816551209,0.585273623466492,0.591456353664398,0.710182666778564,0.66862416267395,0.615697503089905,0.543415307998657,0.474105209112167,0.448316186666489
Burkina Faso,BFA,Regulatory Quality: Estimate,RQ.EST,-0.139083847403526,-0.197507470846176,-0.340953946113586,-0.405414432287216,-0.437461882829666,-0.464947998523712,-0.392703413963318,-0.40999636054039,-0.468467950820923,-0.466939270496368
Burundi,BDI,Regulatory Quality: Estimate,RQ.EST,-0.952941536903381,-0.900794625282288,-0.733122706413269,-0.735208213329315,-0.844684064388275,-0.854293644428253,-0.990732431411743,-0.972790122032166,-1.0433189868927,-0.984301567077637
Cabo Verde,CPV,Regulatory Quality: Estimate,RQ.EST,0.0197162088006735,-0.115504145622253,-0.241273880004883,-0.144566312432289,-0.183302491903305,-0.0591732934117317,-0.0289148185402155,-0.0173604432493448,0.168183818459511,0.273635685443878
Cambodia,KHM,Regulatory Quality: Estimate,RQ.EST,-0.355143368244171,-0.352435141801834,-0.439880818128586,-0.531640768051147,-0.475072771310806,-0.503388524055481,-0.499323159456253,-0.571630477905273,-0.618000268936157,-0.644233465194702
Cameroon,CMR,Regulatory Quality: Estimate,RQ.EST,-0.931122064590454,-0.959768235683441,-0.898471713066101,-0.915610492229462,-0.799411177635193,-0.83092200756073,-0.796862423419952,-0.831786811351776,-0.815438330173492,-0.922730326652527
Canada,CAN,Regulatory Quality: Estimate,RQ.EST,1.70719468593597,1.72989094257355,1.83872532844543,1.71283161640167,1.73572981357574,1.88453769683838,1.70493006706238,1.71465253829956,1.60048234462738,1.61724555492401
Cayman Islands,CYM,Regulatory Quality: Estimate,RQ.EST,1.10240280628204,1.11184799671173,0.848234236240387,0.810933887958527,0.783717751502991,0.751337170600891,0.97446346282959,0.981019139289856,1.05684697628021,1.06205523014069
Central African Republic,CAF,Regulatory Quality: Estimate,RQ.EST,-1.07314610481262,-1.16939079761505,-1.38923585414886,-1.42039334774017,-1.40737843513489,-1.48151695728302,-1.37937843799591,-1.3639075756073,-1.48323702812195,-1.49033451080322
Chad,TCD,Regulatory Quality: Estimate,RQ.EST,-1.06983387470245,-1.00592374801636,-1.16216695308685,-1.20119750499725,-1.17127418518066,-1.2119060754776,-1.11133992671967,-1.10725140571594,-1.10926592350006,-1.15497899055481
Chile,CHL,Regulatory Quality: Estimate,RQ.EST,1.53619813919067,1.48287189006805,1.48458957672119,1.32829594612122,1.37199866771698,1.33315336704254,1.30716419219971,1.17115616798401,0.962318956851959,0.953365683555603
China,CHN,Regulatory Quality: Estimate,RQ.EST,-0.28433284163475,-0.331608176231384,-0.331334412097931,-0.335226595401764,-0.303584039211273,-0.164307102560997,-0.215496301651001,-0.288801491260529,-0.185245841741562,-0.313303291797638
Colombia,COL,Regulatory Quality: Estimate,RQ.EST,0.326594680547714,0.339824229478836,0.444412022829056,0.421045631170273,0.348109424114227,0.269794911146164,0.235878214240074,0.331720739603043,0.239718243479729,0.220075607299805
Comoros,COM,Regulatory Quality: Estimate,RQ.EST,-1.38660228252411,-1.2163941860199,-1.1232727766037,-1.06991314888,-1.0888671875,-1.08772671222687,-1.16871654987335,-1.17606687545776,-1.23581123352051,-1.24745810031891
"Congo, Dem. Rep.",COD,Regulatory Quality: Estimate,RQ.EST,-1.4796302318573,-1.26071643829346,-1.37344968318939,-1.33687245845795,-1.31146645545959,-1.46706557273865,-1.46546256542206,-1.49977791309357,-1.49125182628632,-1.42288911342621
"Congo, Rep.",COG,Regulatory Quality: Estimate,RQ.EST,-1.35431361198425,-1.35320031642914,-1.22218954563141,-1.25649154186249,-1.19732940196991,-1.39934766292572,-1.39657723903656,-1.34091627597809,-1.58477222919464,-1.35456943511963
Cook Islands,COK,Regulatory Quality: Estimate,RQ.EST,-1.14128661155701,-1.15747129917145,..,..,..,..,..,..,..,..
Costa Rica,CRI,Regulatory Quality: Estimate,RQ.EST,0.743631064891815,0.747273743152618,0.656426250934601,0.677503824234009,0.53626549243927,0.44599711894989,0.486920177936554,0.559621095657349,0.49254521727562,0.456393539905548
Cote d'Ivoire,CIV,Regulatory Quality: Estimate,RQ.EST,-0.776178419589996,-0.753439784049988,-0.618877172470093,-0.535886943340302,-0.412956237792969,-0.390498697757721,-0.244169309735298,-0.288290113210678,-0.367474496364594,-0.256431400775909
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,0.353815704584122,0.369632989168167,0.276575356721878,0.252695083618164,0.248335614800453,0.311782538890839,0.499120563268662,0.562774360179901,0.373428523540497,0.502004384994507
Cuba,CUB,Regulatory Quality: Estimate,RQ.EST,-1.56115961074829,-1.58073723316193,-1.32481598854065,-1.22639441490173,-1.34354174137115,-1.33094763755798,-1.46194314956665,-1.48947477340698,-1.51290941238403,-1.44335496425629
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,1.12454509735107,0.910857200622559,1.09409928321838,1.05793809890747,1.04914605617523,1.02804124355316,0.871259331703186,1.01061308383942,1.00463914871216,0.85904860496521
Czech Republic,CZE,Regulatory Quality: Estimate,RQ.EST,1.05303382873535,1.07856404781342,1.00139343738556,1.09444642066956,0.982883334159851,1.23064529895782,1.27421844005585,1.24349272251129,1.24438452720642,1.34850704669952
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.79916131496429,1.80028736591339,1.6811044216156,1.72973334789276,1.57222485542297,1.61937355995178,1.63512682914734,1.56350648403168,1.79638803005219,1.80882060527802
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.456313699483871,-0.543590784072876,-0.575449883937836,-0.731976091861725,-0.739352285861969,-0.674391865730286,-0.726572930812836,-0.802925527095795,-0.841539800167084,-0.869137227535248
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.298656761646271,0.28756046295166,0.282481491565704,0.254842758178711,0.187672540545464,0.158777385950089,0.120427303016186,0.1474749147892,0.273228347301483,0.283553451299667
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,-0.0618661120533943,-0.0211300067603588,0.0333384610712528,0.0301064420491457,0.000289517600322142,-0.0248196218162775,-0.0169115643948317,-0.00667067803442478,0.0367383919656277,0.0891253873705864
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-0.943592429161072,-0.837611019611359,-0.920283794403076,-1.11819732189178,-0.946916282176971,-1.00421035289764,-0.87098753452301,-0.780544877052307,-0.853850185871124,-0.702785313129425
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,RQ.EST,-0.385591775178909,-0.557433128356934,-0.687225043773651,-0.775073707103729,-0.881517708301544,-0.795041739940643,-0.789002001285553,-0.742943406105042,-0.556164801120758,-0.5065838098526
El Salvador,SLV,Regulatory Quality: Estimate,RQ.EST,0.228348329663277,0.227205574512482,0.222213238477707,0.0847508534789085,-0.03998102247715,-0.154422417283058,-0.00385758653283119,-0.0211729817092419,-0.0701054260134697,-0.3440922498703
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.60031580924988,-1.54353320598602,-1.46566355228424,-1.46254932880402,-1.54529023170471,-1.55312275886536,-1.63566160202026,-1.67192566394806,-1.69508361816406,-1.7128119468689
Eritrea,ERI,Regulatory Quality: Estimate,RQ.EST,-2.20411825180054,-2.22740697860718,-2.0858473777771,-2.04213929176331,-2.10258841514587,-2.16227197647095,-2.17800617218018,-2.17759895324707,-2.14185285568237,-2.26874208450317
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.4102840423584,1.4392409324646,1.67060923576355,1.66424238681793,1.69502878189087,1.64010679721832,1.55055952072144,1.58962881565094,1.53980934619904,1.55910897254944
Eswatini,SWZ,Regulatory Quality: Estimate,RQ.EST,-0.303469598293304,-0.147563919425011,-0.220856681466103,-0.241161584854126,-0.252516567707062,-0.244496315717697,-0.491650819778442,-0.511614143848419,-0.473401695489883,-0.582627952098846
Ethiopia,ETH,Regulatory Quality: Estimate,RQ.EST,-1.05003821849823,-1.13566875457764,-1.07841408252716,-1.03645730018616,-1.10001456737518,-1.01559960842133,-0.971507728099823,-0.897398233413696,-0.959099113941193,-0.928053855895996
Fiji,FJI,Regulatory Quality: Estimate,RQ.EST,-0.587406158447266,-0.525646507740021,-0.256007999181747,-0.218076705932617,-0.218169882893562,0.0788749232888222,0.0527507774531841,0.0488829016685486,-0.0963414534926414,-0.0045408639125526
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,1.8215891122818,1.84167218208313,1.87765765190125,1.83147168159485,1.81436204910278,1.81797802448273,1.78457748889923,1.84962522983551,1.86052644252777,1.89807558059692
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.12417411804199,1.14989483356476,1.07406842708588,1.12526154518127,1.06685316562653,1.15498411655426,1.15491461753845,1.43873500823975,1.1989494562149,1.23555743694305
French Guiana,GUF,Regulatory Quality: Estimate,RQ.EST,1.26502513885498,1.28228378295898,1.45303869247437,1.44482624530792,1.42553627490997,1.27737832069397,1.30370509624481,1.31244087219238,1.18799293041229,1.17723321914673
Gabon,GAB,Regulatory Quality: Estimate,RQ.EST,-0.532351732254028,-0.614103138446808,-0.69313257932663,-0.712408900260925,-0.706973969936371,-0.696574032306671,-0.874086499214172,-0.941352605819702,-0.866582453250885,-0.808025300502777
"Gambia, The",GMB,Regulatory Quality: Estimate,RQ.EST,-0.257835358381271,-0.377716362476349,-0.498851090669632,-0.561227440834045,-0.570767760276794,-0.495048761367798,-0.659789144992828,-0.701143264770508,-0.743719398975372,-0.873302340507507
Georgia,GEO,Regulatory Quality: Estimate,RQ.EST,0.664130926132202,0.72580498456955,0.760027527809143,0.765643656253815,0.868866980075836,0.957064092159271,1.03835391998291,1.03332614898682,1.01149070262909,1.06054139137268
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,1.52908289432526,1.54434037208557,1.69703912734985,1.71824443340302,1.81396985054016,1.78114926815033,1.76180326938629,1.72160816192627,1.58733665943146,1.63153600692749
Ghana,GHA,Regulatory Quality: Estimate,RQ.EST,0.0985032916069031,0.0618107803165913,-0.0476707369089127,-0.0906599014997482,-0.28921765089035,-0.172003179788589,-0.132535591721535,-0.169835433363914,-0.117155604064465,-0.200255006551743
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,0.521992683410645,0.628217577934265,0.326164484024048,0.405676454305649,0.144393101334572,0.236263260245323,0.412088543176651,0.527953088283539,0.550261974334717,0.441707789897919
Greenland,GRL,Regulatory Quality: Estimate,RQ.EST,1.36841833591461,1.38945519924164,1.37297177314758,1.34860038757324,1.33136594295502,1.31951606273651,1.36713016033173,1.35923600196838,1.38754177093506,1.37115526199341
Grenada,GRD,Regulatory Quality: Estimate,RQ.EST,0.251317769289017,0.248430222272873,0.178317695856094,0.106639944016933,0.0711826756596565,-0.0337182022631168,-0.273799538612366,-0.289395779371262,-0.114809207618237,0.291877716779709
Guam,GUM,Regulatory Quality: Estimate,RQ.EST,0.59927225112915,0.601454555988312,0.177999645471573,0.168665841221809,0.132687509059906,0.10936389118433,0.0819927975535393,0.0802329257130623,0.542312026023865,0.54862916469574
Guatemala,GTM,Regulatory Quality: Estimate,RQ.EST,-0.263000935316086,-0.287112712860107,-0.284290075302124,-0.307585030794144,-0.289470136165619,-0.354202002286911,-0.278795719146729,-0.319761753082275,-0.25578111410141,-0.315212965011597
Guinea,GIN,Regulatory Quality: Estimate,RQ.EST,-1.01962530612946,-1.02441227436066,-1.0696713924408,-0.879648923873901,-0.878493070602417,-0.849729239940643,-0.793029248714447,-0.795880973339081,-0.861912310123444,-0.964260876178741
Guinea-Bissau,GNB,Regulatory Quality: Estimate,RQ.EST,-1.22891986370087,-1.28914284706116,-1.21222698688507,-1.21223819255829,-1.23518240451813,-1.20617783069611,-1.22309803962708,-1.25147724151611,-1.26631593704224,-1.25828886032104
Guyana,GUY,Regulatory Quality: Estimate,RQ.EST,-0.62617301940918,-0.608322560787201,-0.528059959411621,-0.513476371765137,-0.422596544027328,-0.385692209005356,-0.538145840167999,-0.603396594524384,-0.52619081735611,-0.519256711006165
Haiti,HTI,Regulatory Quality: Estimate,RQ.EST,-0.946483671665192,-0.940709590911865,-1.08275556564331,-1.18468070030212,-1.24894320964813,-1.33530306816101,-1.28454506397247,-1.2912734746933,-1.2382071018219,-1.31874048709869
Honduras,HND,Regulatory Quality: Estimate,RQ.EST,-0.205009326338768,-0.197600990533829,-0.408311367034912,-0.399070054292679,-0.520941078662872,-0.435001879930496,-0.441733121871948,-0.48260435461998,-0.4817273914814,-0.521958768367767
"Hong Kong SAR, China",HKG,Regulatory Quality: Estimate,RQ.EST,1.94034564495087,1.91957795619965,2.05077266693115,2.18473553657532,2.15103244781494,2.16146612167358,2.22508692741394,1.98207128047943,1.7934638261795,1.58375406265259
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,0.982062160968781,0.899946391582489,0.747946262359619,0.762045562267303,0.599686682224274,0.647817969322205,0.57308828830719,0.601590692996979,0.481639713048935,0.496175765991211
Iceland,ISL,Regulatory Quality: Estimate,RQ.EST,1.11312413215637,1.13294076919556,1.21289432048798,1.26920473575592,1.27349388599396,1.43008470535278,1.41428160667419,1.3714005947113,1.45208883285522,1.53473567962646
India,IND,Regulatory Quality: Estimate,RQ.EST,-0.480885624885559,-0.478094786405563,-0.47507643699646,-0.405677318572998,-0.300758510828018,-0.240820944309235,-0.212453842163086,-0.137945577502251,-0.114247776567936,-0.0787950754165649
Indonesia,IDN,Regulatory Quality: Estimate,RQ.EST,-0.221852913498878,-0.123265877366066,-0.00835875049233437,-0.141089960932732,-0.0216069296002388,0.0417420007288456,-0.00980748608708382,0.0410407409071922,0.22881618142128,0.298162043094635
"Iran, Islamic Rep.",IRN,Regulatory Quality: Estimate,RQ.EST,-1.4260185956955,-1.49050867557526,-1.45748889446259,-1.31435525417328,-1.23414504528046,-1.20061385631561,-1.37822425365448,-1.4258553981781,-1.46717286109924,-1.62226402759552
Iraq,IRQ,Regulatory Quality: Estimate,RQ.EST,-1.14061653614044,-1.12933826446533,-1.1338427066803,-1.12743592262268,-0.979118645191193,-1.09011483192444,-1.04639756679535,-1.0797153711319,-1.32095611095428,-1.11215388774872
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,1.56388533115387,1.57406163215637,1.75873184204102,1.8139762878418,1.73787617683411,1.58313608169556,1.62663924694061,1.60041952133179,1.47795593738556,1.56221842765808
Israel,ISR,Regulatory Quality: Estimate,RQ.EST,1.1711333990097,1.15938007831573,1.21122050285339,1.2680686712265,1.30929720401764,1.2697217464447,1.24497127532959,1.27937412261963,1.24481773376465,1.20903754234314
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,0.744578301906586,0.778938114643097,0.638065695762634,0.724648535251617,0.706917464733124,0.702070951461792,0.724453866481781,0.953209757804871,0.503073334693909,0.545158207416534
Jamaica,JAM,Regulatory Quality: Estimate,RQ.EST,0.176540702581406,0.184492602944374,0.0736076235771179,0.0317618139088154,0.10648874938488,0.075947105884552,0.140407979488373,0.09842649102211,0.056574035435915,0.195809438824654
Japan,JPN,Regulatory Quality: Estimate,RQ.EST,1.13758063316345,1.10895478725433,1.13797330856323,1.21325039863586,1.42485523223877,1.3718478679657,1.34167551994324,1.32535481452942,1.35747134685516,1.37593495845795
"Jersey, Channel Islands",JEY,Regulatory Quality: Estimate,RQ.EST,1.15469419956207,1.17772245407104,1.16124153137207,1.13768458366394,0.695022583007813,0.678598999977112,0.712816894054413,0.920975863933563,0.944145858287811,0.934066116809845
Jordan,JOR,Regulatory Quality: Estimate,RQ.EST,0.230972111225128,0.165576979517937,0.09913120418787,0.112906821072102,0.0780434757471085,0.0943333879113197,0.0430090539157391,0.0463295765221119,0.267318606376648,0.150672376155853
Kazakhstan,KAZ,Regulatory Quality: Estimate,RQ.EST,-0.390580028295517,-0.375282853841782,-0.239125564694405,-0.0743535310029984,-0.151735261082649,0.167870819568634,0.105743251740932,0.118897773325443,0.120286412537098,0.0898688957095146
Kenya,KEN,Regulatory Quality: Estimate,RQ.EST,-0.317458748817444,-0.326215893030167,-0.348395675420761,-0.350200027227402,-0.348113745450974,-0.264081954956055,-0.255157589912415,-0.325461238622665,-0.502013385295868,-0.445434808731079
Kiribati,KIR,Regulatory Quality: Estimate,RQ.EST,-1.32609736919403,-1.3505893945694,-0.930841028690338,-0.884047091007233,-0.846815288066864,-0.837472856044769,-0.781055688858032,-0.581638038158417,-0.51716160774231,-0.482642143964767
"Korea, Dem. People's Rep.",PRK,Regulatory Quality: Estimate,RQ.EST,-2.5266900062561,-2.522705078125,-2.1869695186615,-2.32797741889954,-2.3371205329895,-2.34252524375916,-2.36349701881409,-2.399906873703,-2.35188698768616,-2.32738518714905
"Korea, Rep.",KOR,Regulatory Quality: Estimate,RQ.EST,0.865391075611115,0.988611996173859,1.13403701782227,1.10896682739258,1.11088013648987,1.10304725170135,1.10103225708008,1.06810581684113,1.0355920791626,1.09952557086945
Kosovo,XKX,Regulatory Quality: Estimate,RQ.EST,-0.0404839292168617,-0.0409103110432625,-0.161953508853912,-0.300878822803497,-0.20398186147213,-0.136985152959824,-0.324225783348084,-0.374860852956772,-0.303990691900253,-0.272519022226334
Kuwait,KWT,Regulatory Quality: Estimate,RQ.EST,-0.0403301902115345,-0.0739683508872986,-0.147546112537384,-0.176680192351341,-0.0780019983649254,-0.0640166401863098,0.0236565358936787,0.0628094375133514,0.287086755037308,0.174784913659096
Kyrgyz Republic,KGZ,Regulatory Quality: Estimate,RQ.EST,-0.34460785984993,-0.325828105211258,-0.450190424919128,-0.51496160030365,-0.366465747356415,-0.359377324581146,-0.351335853338242,-0.348161339759827,-0.401575565338135,-0.577635109424591
Lao PDR,LAO,Regulatory Quality: Estimate,RQ.EST,-0.832189977169037,-0.85806941986084,-0.880769193172455,-0.825910568237305,-0.739260256290436,-0.7329381108284,-0.78839898109436,-0.725202023983002,-0.815941095352173,-0.887527108192444
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,1.01062679290771,1.03710293769836,1.16674530506134,1.08439481258392,1.07677888870239,1.15249037742615,1.1409900188446,1.19102871417999,1.19082236289978,1.22347772121429
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-0.137205541133881,-0.0807817652821541,-0.295429080724716,-0.345974266529083,-0.404922306537628,-0.361218214035034,-0.439139604568481,-0.509830474853516,-0.750317633152008,-0.882778704166412
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.540954291820526,-0.375771909952164,-0.444160997867584,-0.443669259548187,-0.449452936649323,-0.367599785327911,-0.540381014347076,-0.589672684669495,-0.651229858398438,-0.737228155136108
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-1.0499324798584,-0.92324286699295,-0.880495667457581,-0.883145332336426,-0.966752529144287,-0.965711116790771,-0.975837051868439,-0.99135684967041,-1.0229719877243,-0.950167119503021
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-1.62144076824188,-1.74517679214478,-2.09778738021851,-2.21806597709656,-2.20100069046021,-2.12237405776978,-2.1934802532196,-2.28220462799072,-2.20153212547302,-1.95119202136993
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.5524400472641,1.57182216644287,1.4229462146759,1.38524723052979,1.36929988861084,1.49185252189636,1.52870845794678,1.53929781913757,1.62929403781891,1.53527450561523
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,1.117751121521,1.14700925350189,1.18876838684082,1.27250301837921,1.13278603553772,1.15412402153015,1.10056614875793,1.15569245815277,1.09066009521484,1.27688825130463
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.75988602638245,1.77097725868225,1.6250411272049,1.65323925018311,1.71897971630096,1.68929374217987,1.75606429576874,1.69843113422394,1.84793484210968,1.915203332901
"Macao SAR, China",MAC,Regulatory Quality: Estimate,RQ.EST,1.34905993938446,1.33952033519745,1.7261563539505,1.76757383346558,1.77841103076935,1.7549135684967,1.6112300157547,1.62559330463409,1.74296450614929,1.7781378030777
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.576099574565887,-0.659140110015869,-0.716764986515045,-0.789259016513824,-0.725130796432495,-0.721031546592712,-0.77061140537262,-0.772100210189819,-0.79510760307312,-0.820082366466522
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.712749183177948,-0.679982602596283,-0.819636702537537,-0.844942271709442,-0.871326863765717,-0.775118470191956,-0.710800349712372,-0.734008610248566,-0.769518077373505,-0.785958766937256
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.477169960737228,0.567808210849762,0.799231290817261,0.716391205787659,0.672386944293976,0.68155175447464,0.584602653980255,0.557341456413269,0.678403079509735,0.72238963842392
