8.388578268999360432e+00,2.130716527032451424e+01,-4.076923429965970680e-01,-3.034695982933039438e-01
8.321448258237838402e+00,2.134578026952325303e+01,-4.319111406803129438e-01,-1.475639194250109865e-01
8.276014690630244530e+00,2.138578219089020038e+01,-5.005597472190860264e-01,-2.208566814661030164e-01
8.184042593328340942e+00,2.128376001501000303e+01,-4.761510491371149789e-01,-2.411615848541260043e-01
8.113723959891620652e+00,2.124283462136574840e+01,-4.887168407440189988e-01,-2.525165677070619896e-01
8.249064508245249172e+00,2.137343701142469854e+01,-2.670257985591890093e-01,-2.444963157176970048e-01
8.299105102247686716e+00,2.135814346671331165e+01,-3.734438121318819914e-01,-4.916508197784419942e-01
8.254106788028353847e+00,2.144207754052024129e+01,-2.745528519153599967e-01,-5.116141438484190784e-01
8.123526883100060658e+00,2.130474241026829674e+01,-5.591682344675059924e-02,-4.734016954898829788e-01
8.288635894233008727e+00,2.148268683976478499e+01,-3.013572655618190071e-02,-5.826279520988461025e-01
6.856969797332878258e+00,2.281957483032038070e+01,-1.035772040486340057e-01,-3.551433682441709760e-01
6.922861484893629402e+00,2.297460284454302126e+01,-1.364361494779589845e-01,-3.524351418018339399e-01
7.001313504563740686e+00,2.307048147055791887e+01,2.317480184137820157e-02,-4.398808181285859820e-01
7.065393711622222739e+00,2.313382129187683134e+01,6.194228678941730154e-02,-5.316407680511470168e-01
7.155479018555578108e+00,2.323014337154226183e+01,2.110378295183179820e-01,-4.750727713108060524e-01
7.244869638249234356e+00,2.332280682654031523e+01,9.122197329998020521e-02,-5.033885240554810681e-01
7.335187979397427505e+00,2.344028571542311923e+01,1.030418425798419885e-01,-4.993231594562529962e-01
7.421408133317755507e+00,2.352960719100008546e+01,-8.949386328458790174e-02,-5.716304779052728824e-01
7.363857572884301206e+00,2.348284694129291950e+01,-2.338594645261760363e-01,-6.180002689361570045e-01
7.393407711724479192e+00,2.358074183335378393e+01,-1.321153640747070035e-01,-6.442334651947020374e-01
8.461322730798597647e+00,2.220982058305568074e+01,-4.926495254039759963e-01,2.641064226627349854e-01
8.564278731249940435e+00,2.226965866045682318e+01,-4.160763919353490103e-01,2.473198920488360042e-01
8.611727624805096681e+00,2.241254649745946637e+01,2.563829421997069757e-01,4.216861724853520621e-01
8.489113412991022400e+00,2.231357057641695363e+01,-2.870160639286040150e-01,3.735147714614870385e-01
8.546672199087689492e+00,2.241097583785228409e+01,-3.512046635150909979e-01,3.920851051807399679e-01
8.603461320424381498e+00,2.255350194151846210e+01,-2.543323934078219883e-01,4.544073045253749776e-01
8.717475829318388492e+00,2.275894107545110501e+01,-2.087288349866869563e-01,5.244234204292299584e-01
8.711177811760165923e+00,2.278598977213090038e+01,4.356337245553729316e-03,4.523115158081049691e-01
8.693739810636456511e+00,2.268934590558274778e+01,1.082513183355330172e-01,4.482571482658390116e-01
8.809062653375208995e+00,2.293748126879632565e+01,1.249118223786349902e-01,4.167248904705049828e-01
1.092497558044496841e+01,2.708714605778916251e+01,1.368174552917479803e+00,1.957902073860170011e+00
