2.560995572393729890e+04,2.651567808022799727e+04,2.694230797646549763e+04,2.842138649318620082e+04,2.845127374450830030e+04,2.932670805821109752e+04,3.022059452323950245e+04,3.165076053675109870e+04,2.448786356019660161e+04,2.934210085758859714e+04
4.962552071900820010e+03,5.101983876411280107e+03,5.059080441288160728e+03,3.100830685305330007e+03,1.709515534045530103e+03,2.283214232557249943e+03,2.487500995552669792e+03,2.142238757128539874e+03,1.603993477453259857e+03,1.953533757215079959e+03
4.247630047481939982e+03,4.413062005289029912e+03,4.578633208121550524e+03,3.952802538075270604e+03,4.124055389862720403e+03,4.531019373768900550e+03,5.287663694469129950e+03,5.396215864347320348e+03,5.332160474568470818e+03,6.492872012246340091e+03
1.308266432557199914e+04,1.308025473233669982e+04,1.233479824538930006e+04,1.378906042477200026e+04,1.279024247324469980e+04,1.461304182465800113e+04,1.179515938662870030e+04,9.963672506205301033e+03,8.496424141763740408e+03,1.063612019561829948e+04
3.643715183422620157e+03,3.833157532491100028e+03,4.017229808249420330e+03,3.666141875806500138e+03,3.679951972123649739e+03,4.041995020809969901e+03,4.391923697296860155e+03,4.828505177717889637e+03,4.505867363971239683e+03,4.966513471223660417e+03
1.192006109031310007e+04,1.203887159165959929e+04,1.231399735718249940e+04,1.310154181591649831e+04,1.330082461148110087e+04,1.237288478256469898e+04,1.319593589955389871e+04,1.367257665729800101e+04,1.550152633743970000e+04,1.574331075829909969e+04
6.804471481623400177e+04,6.815857974270530394e+04,6.251341121711219603e+04,5.671044572445040103e+04,4.987556514338360284e+04,5.393614025499029958e+04,5.720787150948059571e+04,5.494143417939480423e+04,5.172037076344009984e+04,6.044310916499680025e+04
4.856491733508749894e+04,5.073112725418469927e+04,5.178637717479049752e+04,4.419581759477480227e+04,4.530758786204289936e+04,4.742915845643870125e+04,5.146655656336339598e+04,5.007040334829009953e+04,4.880922687622429657e+04,5.363770571098969958e+04
7.496294647682629147e+03,7.875756952542879844e+03,7.891313147499859951e+03,5.500310382444079551e+03,3.880738730895560366e+03,4.147089715691709898e+03,4.739841710283929388e+03,4.805753717659170434e+03,4.229910649045029459e+03,5.387997974953829726e+03
2.382059493871170162e+02,2.415476708356499955e+02,2.578185519093320295e+02,2.893596332808649549e+02,2.420656705435889933e+02,2.431358094363750126e+02,2.314464765483940027e+02,2.169729680851230000e+02,2.168267413413769873e+02,2.214776762233630052e+02
4.467056068451009924e+04,4.675795185595980729e+04,4.776407151208329742e+04,4.100829671947200404e+04,4.201262271910160052e+04,4.419848239086910326e+04,4.754498114727570646e+04,4.663868130548550107e+04,4.551779493018469657e+04,5.124701435316259449e+04
1.112569535206869887e+03,1.214295565765859919e+03,1.251504765426900121e+03,1.041652523159830025e+03,1.049820303499230022e+03,1.095274459051189979e+03,1.194438214271440074e+03,1.170965532980990019e+03,1.237949295350390003e+03,1.319154994517400155e+03
8.768175450581289851e+02,9.737733926364230683e+02,1.108515099835459978e+03,1.236005060490590040e+03,1.659961605235590014e+03,1.815609426457900099e+03,1.963411854675839777e+03,2.122078851247989860e+03,2.233305523992689814e+03,2.457924879863610386e+03
7.432478765680709330e+03,7.681934619958820804e+03,7.901785876393821127e+03,7.074681023250590442e+03,7.569478814767589938e+03,8.366293221457479376e+03,9.446717094197309052e+03,9.879334342827070941e+03,1.012981295976379988e+04,1.222149660641710034e+04
2.805965539534259733e+04,2.738960197069879723e+04,2.872066219345160061e+04,3.020624043473720303e+04,2.988716487867950127e+04,3.096987619668190018e+04,3.173826715699689885e+04,3.261048504907839742e+04,2.386271099291220162e+04,2.747838962898309910e+04
4.688376622978839805e+03,5.025074597387089852e+03,5.196860800422539796e+03,4.599901028799329652e+03,4.858775926348080247e+03,5.255807057912329583e+03,5.936101501738739898e+03,6.011370670527549919e+03,6.012062767058549980e+03,7.143310548432099495e+03
6.953132514936839470e+03,7.998125238780990912e+03,8.341399678610931005e+03,5.967052203849139005e+03,5.039681886284989559e+03,5.785670672540680243e+03,6.360062473012839291e+03,6.837717826063510984e+03,6.542797491305529547e+03,7.302257794187740728e+03
5.645895822393110393e+03,5.887933435454669961e+03,6.068088608852370271e+03,6.142478832692829201e+03,6.148706961093130303e+03,6.100994680978828910e+03,6.059162553066750661e+03,6.210565543119289941e+03,5.266876160042129413e+03,6.228267309283530267e+03
9.843186518102409900e+04,9.947163889786310028e+04,9.846768399398199108e+04,1.020056256418900011e+05,1.068858784893269913e+05,1.118205814663469937e+05,1.130507368816300004e+05,1.161531661216380016e+05,1.077918864351340017e+05,1.140903283385789982e+05
2.562466784233289673e+03,2.853797161915980269e+03,3.022462884435620253e+03,2.975648811378469873e+03,3.013502707761699639e+03,3.280008213463820084e+03,3.471006950644989502e+03,3.472380830756850173e+03,3.068812555076040098e+03,3.345196588738309856e+03
1.232731743651319994e+04,1.225850316838479921e+04,1.207115821323479940e+04,8.783225983878170155e+03,8.680768791820179104e+03,9.896684783359029097e+03,9.121083402577829474e+03,8.845259118418760409e+03,6.794489158771660186e+03,7.507160970802339762e+03
1.669133263576359968e+04,1.689360627020389802e+04,1.692419033993650010e+04,1.699021946684980139e+04,1.734372543953149943e+04,1.784319792827029960e+04,1.822489059237439869e+04,1.900296238132629878e+04,1.664380657871770018e+04,1.722546230440969885e+04
4.684296025638849824e+04,4.394885116728520370e+04,4.103707264850730280e+04,3.068167943918940000e+04,2.676294564646169965e+04,2.818680302677779764e+04,3.124145395540950267e+04,3.074873748655509917e+04,2.717941198533710121e+04,3.144907656207269974e+04
2.470073676693490142e+03,2.409441856158110113e+03,2.589899754411329923e+03,2.695638772500250070e+03,2.879547121019989845e+03,3.240704765603679789e+03,3.210706269197819893e+03,3.303964210538119914e+03,3.009924170721910286e+03,3.266364905191829621e+03
6.393008265460620350e+03,6.436609449566829426e+03,6.844020287623709919e+03,5.869732942920430105e+03,6.411527159253900209e+03,6.705351862043549772e+03,6.947800812176370528e+03,6.679167673814579757e+03,5.863203240722160444e+03,6.805221273988970097e+03
5.258675431773200444e+02,3.522268719869239817e+02,3.948569569660360230e+02,3.518797535791860014e+02,3.721354655125030035e+02,4.147402865653859863e+02,4.359322636450280015e+02,4.264087625812259716e+02,4.354692515828559749e+02,4.611374901665080301e+02
5.266908996323159954e+04,5.263517495804330247e+04,5.095599832324039744e+04,4.359613553655459691e+04,4.231560370568060171e+04,4.512942929809219640e+04,4.654863841082959698e+04,4.632867184084969631e+04,4.325826387156009878e+04,5.198793905297280435e+04
8.583620767673589580e+04,8.730433058135570900e+04,8.872499094026381499e+04,8.380644760038370441e+04,8.215307454478889122e+04,8.225437692697669263e+04,8.521736915122740902e+04,8.412193103044139571e+04,8.565632266630700906e+04,9.199160045835630444e+04
1.540649294354459926e+04,1.583327520479980012e+04,1.466634353157120131e+04,1.356994780082309990e+04,1.378568833175159853e+04,1.504552767912429954e+04,1.579570846309539957e+04,1.463194687792290097e+04,1.309445953136090066e+04,1.626509597671469965e+04
6.300615118257889662e+03,7.020338484536579926e+03,7.636116601252650071e+03,8.016431434983520376e+03,8.094363366746520114e+03,8.816986904518829760e+03,9.905342003888219551e+03,1.014383819555849914e+04,1.040866975613489922e+04,1.255633312000580008e+04
1.649301739000930183e+03,1.903054321192819771e+03,2.124019558576810141e+03,1.941566336278149947e+03,1.980878142066120063e+03,2.076147999805489690e+03,2.275495950294799968e+03,2.238811004890089862e+03,2.288119497620330094e+03,2.549041297247339571e+03
1.433724035129009962e+03,1.559139124946140100e+03,1.631714084261480139e+03,1.399675331192359863e+03,1.426065517228599902e+03,1.479862349301210088e+03,1.594059989703149995e+03,1.538687946635059916e+03,1.539130558562559827e+03,1.666932734431219842e+03
4.127762681667569495e+02,4.448643609514530226e+02,4.722662270453250244e+02,4.820645483335999870e+02,4.560279311707450347e+02,4.510890983776170629e+02,5.462125938778790442e+02,5.758827908055110356e+02,5.246666754410910016e+02,5.772092151998280087e+02
3.753861207475710671e+03,3.719651216812829716e+03,3.622530292743490008e+03,2.347818498848589570e+03,1.970250248879950050e+03,2.088500117339639928e+03,2.512383978716350157e+03,2.288808137634950072e+03,1.838448138524910291e+03,2.290382891332440067e+03
8.101829091779140981e+03,8.264126895585899547e+03,8.164714495377969797e+03,6.228426299041199854e+03,5.938463855858750321e+03,6.450319585481240210e+03,6.782037920331949863e+03,6.438060182904350768e+03,5.307215227989189771e+03,6.104136709303899806e+03
1.483951379644930057e+03,1.595989895634950017e+03,1.608687863755369790e+03,1.322936695496759967e+03,1.357266263387760091e+03,1.414586566490999985e+03,1.531337971858680021e+03,1.510797358099649955e+03,1.519586822987860160e+03,1.577471027050519979e+03
3.262647057985599986e+03,3.427177172339180288e+03,3.405933447484560020e+03,2.891884482499920068e+03,2.978199420292930427e+03,3.132621798272789874e+03,3.442742003022190147e+03,3.434562744928590291e+03,2.924101806771619977e+03,3.293233054306140275e+03
9.971650902418670739e+03,1.063326725275239914e+04,1.073767888096120078e+04,1.152995452583979932e+04,1.189981326249090125e+04,1.211813341114579998e+04,1.238314997373860024e+04,1.266934106867899936e+04,1.213287688482429985e+04,1.247244372949540048e+04
2.899334960937500000e+04,2.779911914062500000e+04,2.724536523437500000e+04,2.348712500000000000e+04,2.471573046875000000e+04,2.669717187500000000e+04,2.941893554687500000e+04,2.941713867187500000e+04,2.803618945312500000e+04,3.155181640625000000e+04
1.987080121234029866e+04,2.013316914313529924e+04,1.989091990566479944e+04,1.782969832236679940e+04,1.857523202719149776e+04,2.063619995243499943e+04,2.342448046018549940e+04,2.366484786311080097e+04,2.299287938333479906e+04,2.682124522799950137e+04
4.385585446586180478e+04,4.629892291773410398e+04,4.802386998454620334e+04,4.110325643637680332e+04,4.213612079079910473e+04,4.465258917227190250e+04,4.793927828845039767e+04,4.679368676160040195e+04,4.677282535075450141e+04,5.120355447310429736e+04
5.850750805178519659e+04,6.119119370420280029e+04,6.254898473329080298e+04,5.325485637009159836e+04,5.466399837191950064e+04,5.761009818011349853e+04,6.159192886989580438e+04,5.959298068864540255e+04,6.091542439954620204e+04,6.800775667329540011e+04
6.049471740949560626e+03,6.171295569683270514e+03,6.533666860073270072e+03,6.838936594083480486e+03,7.191076571884691475e+03,7.513491343099250116e+03,7.947158207321090231e+03,8.173338006560059512e+03,7.167919159083270642e+03,8.476752157309780159e+03
5.610730894005159826e+03,5.519777575523728956e+03,5.516230604172420499e+03,4.197421360551420548e+03,3.967199451221779782e+03,4.134936719994289888e+03,4.171795010863729658e+03,4.022150183747160099e+03,3.337252511575039534e+03,3.690627877975990032e+03
5.678455720700028905e+03,6.050354611327399653e+03,6.374631485636600701e+03,6.130586675567679777e+03,6.079088736120770591e+03,6.246404252179319883e+03,6.321349400717170283e+03,6.233258166923628778e+03,5.645199289653320193e+03,5.965132870544160141e+03
3.059135427792039991e+03,3.088890834084299968e+03,3.196861380786870086e+03,3.370382447160150150e+03,3.331612461346880082e+03,2.315896626512449984e+03,2.407086543435980275e+03,2.869576588439030274e+03,3.398801431530830087e+03,3.698834981058610083e+03
2.832294659232759659e+04,2.907718205575630054e+04,2.951365118004049873e+04,2.575436102943999867e+04,2.653715948945419950e+04,2.818532136719689879e+04,3.037972111264220075e+04,2.958151855132990386e+04,2.695967543673259934e+04,3.010351373319100094e+04
1.740320532547669791e+04,1.905600192269889885e+04,2.026106673038860026e+04,1.740203761280790059e+04,1.829534293221139887e+04,2.043776537673600251e+04,2.316584947864370042e+04,2.342448470735180308e+04,2.359524368364410111e+04,2.794370121988200117e+04
4.585509207930570028e+02,4.907918040399859478e+02,5.575341483604380528e+02,6.303126821144600171e+02,7.056163049829590364e+02,7.557517676719569408e+02,7.582990595826229310e+02,8.404494514648359882e+02,9.186525940774180299e+02,9.250774280485339887e+02
4.770806127844690491e+04,4.989222336327320227e+04,5.032724029026320204e+04,4.280190811672850396e+04,4.381402650569649995e+04,4.641213647771690739e+04,4.998762615849679423e+04,4.862985822830320103e+04,4.917075215124410170e+04,5.365475029642589652e+04
4.359775349933060170e+03,4.586897920939729374e+03,5.305190923369329539e+03,5.105262626644489501e+03,5.368423240403970340e+03,5.825129206974100271e+03,6.073336388424339930e+03,5.968300559498849907e+03,4.864117046802729419e+03,4.646612723214499965e+03
4.087085236457339488e+04,4.260271796526669641e+04,4.306854872417390288e+04,3.665292230521779857e+04,3.706253357238289755e+04,3.878104948708359734e+04,4.155785485888760013e+04,4.049489829362760065e+04,3.905528292807540129e+04,4.365897897812219890e+04
3.023585446078789573e+03,2.920700862727769618e+03,2.928448781919580142e+03,2.891322102647489828e+03,3.022653627473279812e+03,3.320354976002900003e+03,3.623329336782990140e+03,3.699081514468620753e+03,3.639412698695879499e+03,3.571336768878560179e+03
9.348515572197600704e+03,9.250081564108370003e+03,9.255368597019509252e+03,7.090454609963249823e+03,6.722198392842499743e+03,6.975695792586949210e+03,7.694906045163249473e+03,7.523862278459800109e+03,6.680082670353829599e+03,8.635325694434370234e+03
4.248558606953969866e+04,4.344909171731390234e+04,4.744758893226669898e+04,4.507107432348730799e+04,4.114607735552459781e+04,4.062133447863200126e+04,4.330630830493169924e+04,4.274708046049599943e+04,4.031855756604930502e+04,4.651028278191269783e+04
4.421818242280129198e+03,4.623745724734189935e+03,4.739188338464210574e+03,4.014185944193289743e+03,4.062169887573789765e+03,4.357000935546279834e+03,4.722042423141399922e+03,4.696150585556120859e+03,4.255742993212539659e+03,5.023274379619790125e+03
1.536591848025080026e+03,2.282349905307060453e+03,1.942905099748610155e+03,1.711290666114849955e+03,1.900405937466010073e+03,1.998737979920810176e+03,2.180041570227289867e+03,2.167911589410869965e+03,2.176579459456969744e+03,2.363299296214219794e+03
7.079676808299510640e+02,7.576922691629949895e+02,7.745690370465680417e+02,7.564255940585629787e+02,7.204732535677369469e+02,8.434642788624229297e+02,9.444172662105479503e+02,1.043899882093200176e+03,1.073659337099509912e+03,1.189175999466310031e+03
6.865582854338150582e+02,6.473853005073989380e+02,5.616491231559620019e+02,6.116713342335680181e+02,6.406766788845850442e+02,6.320011461901959819e+02,6.833243631249109740e+02,7.228747931451709974e+02,7.040299160354929882e+02,7.721523951432369586e+02
